ID,Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Total Ascent,Total Descent,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Ground Contact Time,Training Stress Score,Avg Power,Max Power,Grit,Flow,Avg. Swolf,Avg Stroke Rate,Total Reps,Dive Time,Min Temp,Surface Interval,Decompression,Best Lap Time,Number of Laps,Max Temp,Moving Time,Elapsed Time,Min Elevation,Max Elevation,Y_Fast,Y_Slow,Y_Okay,Y_Nice,Y_Flat,Y_Dangerous,Y_Hills,Y
697,Street Running,2022-08-08 06:09:44,FALSE,Epsom and Ewell Running,3.26,240,00:34:13,124,155,2,162,179,00:10:30,00:08:56,28,33,0.94,0,0,0,0,0,0,0,0,0,0,0,00:00:00,0,00:00:00,No,00:22.90.9,5,0,00:34:13,00:34:13,21,51,0,1,0,0,0,0,0,Slow
696,Street Running,2022-08-05 06:15:39,FALSE,Epsom and Ewell Running,3.26,311,00:34:15,142,173,3.3,162,176,00:10:30,00:08:56,23,27,0.94,0,0,0,0,0,0,0,0,0,0,0,00:00:00,0,00:00:00,No,00:32.15.4,5,0,00:34:13,00:34:15,21,51,0,1,0,0,0,0,0,Slow
695,Street Running,2022-08-01 08:00:56,FALSE,Epsom and Ewell Running,3.27,314,00:34:03,145,174,3.3,162,178,00:10:26,00:09:13,22,26,0.94,0,0,0,0,0,0,0,0,0,0,0,00:00:00,0,00:00:00,No,00:16.85.1,5,0,00:34:02,00:34:03,21,51,0,1,0,0,1,0,0,Slow Flat
694,Street Running,2022-07-29 06:20:27,FALSE,Epsom and Ewell Running,2.56,315,00:26:47,170,199,4.4,161,177,00:10:28,00:08:47,25,25,0.95,0,0,0,0,0,0,0,0,0,0,0,00:00:00,0,00:00:00,No,03:05.41.7,4,0,00:26:45,00:26:47,27,50,0,1,0,0,0,0,0,Slow
693,Street Running,2022-07-27 07:08:56,FALSE,Epsom and Ewell Running,2.42,257,00:27:10,145,170,3,155,176,00:11:14,00:09:20,19,23,0.91,0,0,0,0,0,0,0,0,0,0,0,00:00:00,0,00:00:00,No,01:13.90.2,4,0,00:27:10,00:27:10,29,51,0,1,0,0,1,0,0,Slow Flat
692,Street Running,2022-07-05 13:48:06,FALSE,Mole Valley - R3 DistPace,6.93,672,01:14:39,147,178,3.7,160,184,00:10:47,00:08:47,67,67,0.93,0,0,0,0,0,0,0,0,0,0,0,00:00:00,0,00:00:00,No,09:20.50.2,7,0,01:14:38,01:14:39,30,83,0,1,0,0,0,1,1,Slow Dangerous Hills
691,Street Running,2022-07-01 06:26:35,FALSE,Epsom and Ewell Running,3.87,373,00:36:12,149,181,3.4,174,184,00:09:21,00:08:29,29,28,0.99,0,0,0,0,0,0,0,0,0,0,0,00:00:00,0,00:00:00,No,07:55.46.3,4,0,00:36:12,00:36:12,23,49,0,1,0,0,0,0,0,Slow
690,Street Running,2022-06-29 06:30:19,FALSE,Epsom and Ewell Running,3.27,218,00:33:15,119,159,2.1,164,178,00:10:10,00:08:33,32,35,0.96,0,0,0,0,0,0,0,0,0,0,0,00:00:00,0,00:00:00,No,00:42.70.8,5,0,00:33:12,00:33:15,21,51,0,1,0,0,0,0,0,Slow
689,Street Running,2022-06-27 06:16:30,FALSE,Epsom and Ewell Running,3.97,360,00:40:34,139,160,3,164,180,00:10:13,00:08:19,24,25,0.95,0,0,0,0,0,0,0,0,0,0,0,00:00:00,0,00:00:00,No,03:44.89.1,5,0,00:40:33,00:40:34,22,50,0,1,0,0,1,0,0,Slow Flat
688,Street Running,2022-06-24 06:54:31,FALSE,Epsom and Ewell Running,6.05,639,01:00:17,158,188,5,168,180,00:09:58,00:08:43,71,71,0.96,0,0,0,0,0,0,0,0,0,0,0,00:00:00,0,00:00:00,No,03:48.74.6,7,0,01:00:15,01:00:17,21,52,0,1,0,0,0,1,1,Slow Dangerous Hills
687,Street Running,2022-06-22 07:04:02,FALSE,Epsom and Ewell Running,3.77,344,00:38:10,140,167,3,164,241,00:10:07,00:08:03,32,32,0.96,0,0,0,0,0,0,0,0,0,0,0,00:00:00,0,00:00:00,No,03:29.21.2,5,0,00:37:56,00:38:10,34,55,0,1,0,0,0,0,0,Slow
686,Street Running,2022-06-20 06:24:41,FALSE,Epsom and Ewell Running,3.28,287,00:33:09,138,164,2.9,163,182,00:10:06,00:08:46,31,31,0.97,0,0,0,0,0,0,0,0,0,0,0,00:00:00,0,00:00:00,No,00:33.48,5,0,00:33:08,00:33:09,22,50,0,1,0,0,0,0,0,Slow
685,Street Running,2022-06-14 06:21:42,FALSE,Epsom and Ewell - R2 30minPace,3.29,339,00:33:26,159,184,3.6,163,179,00:10:10,00:08:11,23,27,0.96,0,0,0,0,0,0,0,0,0,0,0,00:00:00,0,00:00:00,No,04:55.54.4,5,0,00:32:26,00:33:26,21,51,0,1,0,0,0,0,0,Slow
684,Street Running,2022-06-12 06:07:12,FALSE,Epsom and Ewell Running,7.74,742,01:15:19,150,176,4,170,182,00:09:44,00:08:07,117,116,0.97,0,0,0,0,0,0,0,0,0,0,0,00:00:00,0,00:00:00,No,04:06.32.2,9,0,01:15:17,01:15:19,32,130,0,1,0,0,0,1,1,Slow Dangerous Hills
683,Street Running,2022-06-10 11:40:10,FALSE,Epsom and Ewell - R1 4x200mInt,3.26,269,00:31:36,137,172,2.9,162,180,00:09:41,00:08:00,28,32,1.02,0,0,0,0,0,0,0,0,0,0,0,00:00:00,0,00:00:00,No,00:01.89.9,12,0,00:31:32,00:31:36,21,51,0,1,0,0,0,0,0,Slow
682,Street Running,2022-06-08 10:56:41,FALSE,Epsom and Ewell - R1 4x200mInt,3.22,270,00:31:54,137,176,2.8,162,190,00:09:55,00:07:08,23,27,0.99,0,0,0,0,0,0,0,0,0,0,0,00:00:00,0,00:00:00,No,00:54.86.9,11,0,00:31:49,00:31:54,21,51,0,0,1,0,0,0,0,Okay
681,Street Running,2022-06-06 06:08:40,FALSE,Epsom and Ewell - R0  FridayEasy,6.38,569,01:03:48,142,160,3.2,169,182,00:10:00,00:08:14,38,37,0.95,0,0,0,0,0,0,0,0,0,0,0,00:00:00,0,00:00:00,No,02:24.12.3,8,0,01:03:46,01:03:48,22,51,0,1,0,0,0,0,0,Slow
680,Street Running,2022-06-03 06:09:40,FALSE,Epsom and Ewell - R0  FridayEasy,7.37,698,01:15:57,155,192,3.9,166,184,00:10:18,00:08:39,59,57,0.94,0,0,0,0,0,0,0,0,0,0,0,00:00:00,0,00:00:00,No,01:59.53.7,9,0,01:15:55,01:16:04,20,54,0,1,0,0,0,1,1,Slow Dangerous Hills
679,Street Running,2022-06-01 06:20:51,FALSE,Epsom and Ewell - R2 30minPace,3.24,288,00:31:31,144,173,3.1,164,180,00:09:44,00:08:09,28,27,1.01,0,0,0,0,0,0,0,0,0,0,0,00:00:00,0,00:00:00,No,01:31.09.9,5,0,00:31:29,00:31:31,21,51,0,1,0,0,0,0,0,Slow
678,Street Running,2022-05-29 07:45:45,FALSE,Epsom and Ewell Running,3.88,384,00:41:15,148,177,3.2,159,178,00:10:38,00:08:19,27,26,0.95,0,0,0,0,0,0,0,0,0,0,0,00:00:00,0,00:00:00,No,09:15.58.8,4,0,00:41:14,00:41:15,35,59,0,1,0,0,0,0,0,Slow
677,Street Running,2022-05-25 09:28:04,FALSE,Epsom and Ewell - RW#2 30minPace,4.36,490,00:44:58,165,200,4.8,161,182,00:10:19,00:08:17,21,23,0.96,0,0,0,0,0,0,0,0,0,0,0,00:00:00,0,00:00:00,No,03:12.19.7,6,0,00:44:05,00:48:45,22,48,0,1,0,0,1,0,0,Slow Flat
676,Street Running,2022-05-23 06:09:48,FALSE,Epsom and Ewell Running,6.42,599,01:02:56,143,160,3.2,168,240,00:09:48,00:08:11,56,56,0.98,0,0,0,0,0,0,0,0,0,0,0,00:00:00,0,00:00:00,No,06:21.47.3,7,0,01:02:53,01:03:50,22,52,0,1,0,0,0,1,1,Slow Dangerous Hills
675,Street Running,2022-05-20 05:55:34,FALSE,Epsom and Ewell Running,6.41,433,01:03:31,124,153,2.1,169,182,00:09:55,00:08:11,63,62,0.96,0,0,0,0,0,0,0,0,0,0,0,00:00:00,0,00:00:00,No,05:39.42.8,7,0,01:03:24,01:03:31,20,55,0,1,0,0,0,1,1,Slow Dangerous Hills
674,Street Running,2022-05-18 07:21:28,FALSE,Epsom and Ewell - RW#2,3.19,314,00:31:27,147,167,3.1,166,182,00:09:52,00:08:13,29,30,0.98,0,0,0,0,0,0,0,0,0,0,0,00:00:00,0,00:00:00,No,01:27.18,5,0,00:31:26,00:31:27,22,50,0,1,0,0,0,0,0,Slow
673,Street Running,2022-05-16 06:14:15,FALSE,Epsom and Ewell Running,6.41,623,01:03:42,147,179,3.5,166,178,00:09:56,00:08:02,57,61,0.97,0,0,0,0,0,0,0,0,0,0,0,00:00:00,0,00:00:00,No,02:53.02,8,0,01:03:17,01:03:42,20,54,0,1,0,0,0,1,1,Slow Dangerous Hills
672,Street Running,2022-05-13 06:06:45,FALSE,Epsom and Ewell Running,6.5,622,01:03:18,149,177,3.8,167,179,00:09:45,00:08:20,44,43,0.98,0,0,0,0,0,0,0,0,0,0,0,00:00:00,0,00:00:00,No,02:57.13.4,8,0,01:03:17,01:03:18,22,51,0,1,0,0,0,1,1,Slow Dangerous Hills
671,Street Running,2022-05-11 07:11:07,FALSE,Epsom and Ewell - RW#2,3.26,309,00:32:31,144,173,3,164,181,00:09:58,00:08:09,27,27,0.98,0,0,0,0,0,0,0,0,0,0,0,00:00:00,0,00:00:00,No,03:57.74,5,0,00:32:28,00:32:31,21,51,0,1,0,0,0,0,0,Slow
670,Street Running,2022-05-09 06:50:52,FALSE,Epsom and Ewell Running,6.48,647,01:06:30,149,183,3.7,166,179,00:10:16,00:08:24,45,44,0.94,0,0,0,0,0,0,0,0,0,0,0,00:00:00,0,00:00:00,No,03:12.91.2,8,0,01:05:55,01:06:30,22,52,0,1,0,0,0,1,1,Slow Dangerous Hills
669,Street Running,2022-05-06 06:48:16,FALSE,Epsom and Ewell Running,6.76,633,01:08:13,147,174,3.6,165,182,00:10:05,00:08:10,56,58,0.96,0,0,0,0,0,0,0,0,0,0,0,00:00:00,0,00:00:00,No,04:00.80.9,8,0,01:08:11,01:08:13,20,54,0,1,0,0,0,1,1,Slow Dangerous Hills
668,Street Running,2022-05-04 11:37:41,FALSE,Epsom and Ewell Running,4.16,395,00:41:53,146,176,3.4,162,176,00:10:04,00:08:41,54,54,0.98,0,0,0,0,0,0,0,0,0,0,0,00:00:00,0,00:00:00,No,04:00.80.5,5,0,00:41:51,00:41:53,22,52,0,1,0,0,0,1,1,Slow Dangerous Hills
667,Street Running,2022-05-02 07:31:30,FALSE,Epsom and Ewell Running,6.42,589,01:02:34,149,178,3.8,167,186,00:09:45,00:08:04,51,51,0.98,0,0,0,0,0,0,0,0,0,0,0,00:00:00,0,00:00:00,No,01:45.65,8,0,01:02:29,01:02:34,22,52,0,1,0,0,0,1,1,Slow Dangerous Hills
666,Street Running,2022-04-29 11:08:34,FALSE,Epsom and Ewell - RW#1,3.43,307,00:34:23,148,174,3.2,163,194,00:10:01,00:06:43,59,57,0.98,0,0,0,0,0,0,0,0,0,0,0,00:00:00,0,00:00:00,No,00:49.62.5,12,0,00:34:22,00:36:15,21,51,0,0,1,0,0,0,1,Okay Hills
665,Street Running,2022-04-27 11:27:10,FALSE,Epsom and Ewell - RW#1,3.28,277,00:33:26,144,169,3.1,161,192,00:10:12,00:06:50,27,27,0.97,0,0,0,0,0,0,0,0,0,0,0,00:00:00,0,00:00:00,No,00:51.38.4,11,0,00:33:24,00:33:26,21,51,0,0,1,0,0,0,0,Okay
664,Street Running,2022-04-25 05:58:53,FALSE,Epsom and Ewell Running,4.22,460,00:43:41,165,185,4.5,161,182,00:10:21,00:08:41,59,58,0.96,0,0,0,0,0,0,0,0,0,0,0,00:00:00,0,00:00:00,No,04:15.36.5,5,0,00:43:41,00:43:41,21,52,0,1,0,0,0,1,1,Slow Dangerous Hills
663,Street Running,2022-04-21 11:14:48,FALSE,Epsom and Ewell - RW#1,3.57,396,00:35:55,169,192,4.4,162,184,00:10:04,00:07:29,33,37,0.98,0,0,0,0,0,0,0,0,0,0,0,00:00:00,0,00:00:00,No,00:55.61.8,12,0,00:35:52,00:35:55,21,51,0,0,1,0,0,0,0,Okay
662,Street Running,2022-04-20 06:47:36,FALSE,Epsom and Ewell - RW#1,3.26,354,00:32:18,166,194,3.9,164,194,00:09:54,00:06:45,33,33,0.99,0,0,0,0,0,0,0,0,0,0,0,00:00:00,0,00:00:00,No,00:50.92.9,11,0,00:32:15,00:32:18,21,51,0,0,1,0,0,0,0,Okay
661,Street Running,2022-04-17 08:06:52,FALSE,Epsom and Ewell Running,4.37,438,00:45:32,150,186,3.7,160,178,00:10:25,00:08:43,60,64,0.96,0,0,0,0,0,0,0,0,0,0,0,00:00:00,0,00:00:00,No,06:32.76.3,5,0,00:45:30,00:45:32,21,52,0,1,0,0,0,1,1,Slow Dangerous Hills
660,Street Running,2022-04-15 06:55:59,FALSE,Epsom and Ewell - RW#1,3.25,293,00:32:36,141,168,3,160,188,00:10:02,00:07:29,28,32,1,0,0,0,0,0,0,0,0,0,0,0,00:00:00,0,00:00:00,No,00:54.87.2,11,0,00:32:35,00:32:36,21,51,0,0,1,0,0,0,0,Okay
659,Street Running,2022-04-13 07:13:54,FALSE,Epsom and Ewell Running,3.25,305,00:33:06,142,161,3,161,193,00:10:10,00:06:47,31,32,0.97,0,0,0,0,0,0,0,0,0,0,0,00:00:00,0,00:00:00,No,04:23.22.5,4,0,00:33:05,00:33:06,21,51,0,0,1,0,0,0,0,Okay
658,Street Running,2022-04-10 08:04:28,FALSE,Epsom and Ewell Running,7.78,690,01:22:34,144,175,3.7,160,242,00:10:37,00:08:32,67,72,0.94,0,0,0,0,0,0,0,0,0,0,0,00:00:00,0,00:00:00,No,03:27.08.5,9,0,01:22:27,01:22:34,21,61,0,1,0,0,0,1,1,Slow Dangerous Hills
657,Street Running,2022-04-08 15:29:00,FALSE,Epsom and Ewell Running,4.02,396,00:40:46,149,176,3.5,162,176,00:10:09,00:08:19,39,43,0.98,0,0,0,0,0,0,0,0,0,0,0,00:00:00,0,00:00:00,No,00:19.54.8,5,0,00:40:44,00:40:46,30,58,0,1,0,0,0,1,1,Slow Dangerous Hills
656,Street Running,2022-04-06 07:17:05,FALSE,Epsom and Ewell - RW#1,3.24,311,00:32:20,148,177,3.2,163,194,00:09:59,00:06:38,30,29,0.98,0,0,0,0,0,0,0,0,0,0,0,00:00:00,0,00:00:00,No,00:48.85.5,11,0,00:32:18,00:32:20,21,51,0,0,1,0,0,0,0,Okay
655,Street Running,2022-04-03 11:53:16,FALSE,Epsom and Ewell Running,6.64,675,01:10:37,153,180,3.7,159,178,00:10:38,00:08:57,60,59,0.95,0,0,0,0,0,0,0,0,0,0,0,00:00:00,0,00:00:00,No,07:57.06.3,7,0,01:10:35,01:10:37,21,52,0,1,0,0,0,1,1,Slow Dangerous Hills
654,Street Running,2022-03-30 07:27:03,FALSE,Epsom and Ewell - RW#1,5.48,545,00:55:26,152,178,3.9,163,189,00:10:07,00:07:28,40,41,0.97,0,0,0,0,0,0,0,0,0,0,0,00:00:00,0,00:00:00,No,00:51.66,14,0,00:55:23,00:55:34,22,51,0,0,1,0,0,0,1,Okay Hills
653,Street Running,2022-03-28 07:35:56,FALSE,Epsom and Ewell Running,6.05,578,01:00:52,147,171,3.5,165,177,00:10:03,00:08:41,69,72,0.97,0,0,0,0,0,0,0,0,0,0,0,00:00:00,0,00:00:00,No,04:13.68.4,7,0,01:00:51,01:00:52,21,53,0,1,0,0,0,1,1,Slow Dangerous Hills
652,Street Running,2022-03-23 11:11:57,FALSE,Epsom and Ewell - RW#1,3.25,335,00:32:37,155,172,3.4,160,182,00:10:02,00:07:16,22,26,0.99,0,0,0,0,0,0,0,0,0,0,0,00:00:00,0,00:00:00,No,00:56.32.7,12,0,00:32:34,00:32:37,21,51,0,0,1,0,1,0,0,Okay Flat
651,Street Running,2022-03-20 16:41:08,FALSE,Epsom and Ewell Running,3.58,342,00:37:35,142,171,3.1,159,175,00:10:30,00:08:27,52,56,0.96,0,0,0,0,0,0,0,0,0,0,0,00:00:00,0,00:00:00,No,02:27.17.5,5,0,00:37:34,00:37:35,21,52,0,1,0,0,0,1,1,Slow Dangerous Hills
650,Street Running,2022-03-19 08:02:43,FALSE,Epsom and Ewell - RW#1,3.26,317,00:33:05,149,178,3.2,161,190,00:10:08,00:07:37,31,34,0.98,0,0,0,0,0,0,0,0,0,0,0,00:00:00,0,00:00:00,No,00:41.09.6,11,0,00:33:04,00:33:05,21,51,0,0,1,0,0,0,0,Okay
649,Street Running,2022-03-16 06:46:38,FALSE,Epsom and Ewell Running,4.21,374,00:44:27,137,166,3,162,189,00:10:34,00:07:01,638,643,0.93,0,0,0,0,0,0,0,0,0,0,0,00:00:00,0,00:00:00,No,05:17.12.7,5,0,00:44:20,00:44:27,-222,52,0,0,1,0,0,0,1,Okay Hills
648,Street Running,2022-03-14 07:43:16,FALSE,Epsom and Ewell Running,3.87,377,00:39:59,147,180,3.3,160,191,00:10:19,00:07:20,47,51,0.96,0,0,0,0,0,0,0,0,0,0,0,00:00:00,0,00:00:00,No,05:08.53.3,5,0,00:39:58,00:39:59,21,51,0,0,1,0,0,0,1,Okay Hills
647,Street Running,2022-03-11 11:00:50,FALSE,Epsom and Ewell Running,4.97,531,00:51:55,154,184,3.7,164,176,00:10:26,00:09:08,54,58,0.94,0,0,0,0,0,0,0,0,0,0,0,00:00:00,0,00:00:00,No,09:33.73.6,5,0,00:51:53,00:51:55,19,50,0,1,0,0,0,1,1,Slow Dangerous Hills
646,Street Running,2022-03-09 11:19:23,FALSE,Epsom and Ewell Running,4.62,448,00:47:21,145,174,3.4,165,181,00:10:15,00:07:54,49,48,0.95,0,0,0,0,0,0,0,0,0,0,0,00:00:00,0,00:00:00,No,03:33.97,6,0,00:47:16,00:47:21,24,52,0,0,1,0,0,0,1,Okay Hills
645,Street Running,2022-03-07 11:48:14,FALSE,Epsom and Ewell - RW#1,3.23,309,00:33:03,147,170,3.2,162,180,00:10:13,00:07:56,29,33,0.88,0,0,0,0,0,0,0,0,0,0,0,00:00:00,0,00:00:00,No,00:43.38.4,11,0,00:33:01,00:33:03,21,51,0,0,1,0,0,0,0,Okay
644,Street Running,2022-03-04 06:53:53,FALSE,Epsom and Ewell Running,4.4,441,00:44:53,149,177,3.6,165,178,00:10:12,00:08:26,58,62,0.95,0,0,0,0,0,0,0,0,0,0,0,00:00:00,0,00:00:00,No,02:24.35,6,0,00:44:50,00:44:53,21,50,0,1,0,0,0,1,1,Slow Dangerous Hills
643,Street Running,2022-03-02 11:34:35,FALSE,Epsom and Ewell - RW#1,3.58,355,00:37:08,150,181,3.5,160,189,00:10:22,00:07:23,37,41,0.96,0,0,0,0,0,0,0,0,0,0,0,00:00:00,0,00:00:00,No,00:43.49.1,12,0,00:36:59,00:37:08,21,51,0,0,1,0,0,0,1,Okay Hills
642,Street Running,2022-02-28 12:20:37,FALSE,Epsom and Ewell Running,2.4,226,00:24:47,142,173,3,157,180,00:10:20,00:08:24,15,18,0.98,0,0,0,0,0,0,0,0,0,0,0,00:00:00,0,00:00:00,No,00:54.31.9,4,0,00:24:46,00:24:47,29,51,0,1,0,0,1,0,0,Slow Flat
641,Street Running,2022-02-27 07:50:10,FALSE,Epsom and Ewell - RW#1,6.03,572,01:00:53,148,179,3.8,165,182,00:10:06,00:08:00,68,70,0.96,0,0,0,0,0,0,0,0,0,0,0,00:00:00,0,00:00:00,No,00:42.56.1,15,0,01:00:51,01:01:01,21,53,0,1,0,0,0,1,1,Slow Dangerous Hills
640,Street Running,2022-02-25 07:07:11,FALSE,Epsom and Ewell - RW#1,3.27,298,00:31:45,146,172,3.4,164,192,00:09:42,00:06:31,29,27,1.01,0,0,0,0,0,0,0,0,0,0,0,00:00:00,0,00:00:00,No,00:38.97,11,0,00:31:43,00:31:45,21,51,0,0,1,0,0,0,0,Okay
639,Street Running,2022-02-23 08:10:27,FALSE,Epsom and Ewell - RW#1,4.59,461,00:45:43,154,181,4.2,166,179,00:09:57,00:07:37,48,47,0.97,0,0,0,0,0,0,0,0,0,0,0,00:00:00,0,00:00:00,No,00:42.47.3,13,0,00:45:41,00:45:51,23,53,0,0,1,0,0,0,1,Okay Hills
638,Street Running,2022-02-21 14:44:16,FALSE,Epsom and Ewell - RW#1,4.14,398,00:43:44,145,170,3.5,159,174,00:10:34,00:08:39,52,51,0.95,0,0,0,0,0,0,0,0,0,0,0,00:00:00,0,00:00:00,No,00:45.87.9,13,0,00:43:41,00:43:51,21,52,0,1,0,0,0,1,1,Slow Dangerous Hills
637,Street Running,2022-02-17 14:55:50,FALSE,Epsom and Ewell - RW#1,4.45,392,00:45:16,143,176,3.7,162,179,00:10:11,00:07:29,55,52,0.97,0,0,0,0,0,0,0,0,0,0,0,00:00:00,0,00:00:00,No,00:41.35.3,13,0,00:45:12,00:45:23,21,52,0,0,1,0,0,0,1,Okay Hills
636,Street Running,2022-02-16 10:25:20,FALSE,Epsom and Ewell - RW#1,3.91,347,00:42:03,142,174,3.4,157,176,00:10:45,00:08:49,40,40,0.95,0,0,0,0,0,0,0,0,0,0,0,00:00:00,0,00:00:00,No,00:49.31.4,13,0,00:42:03,00:42:11,34,58,0,1,0,0,0,1,1,Slow Dangerous Hills
635,Street Running,2022-02-14 07:45:39,FALSE,Epsom and Ewell - RW#1,3.87,359,00:39:14,146,165,3.5,164,179,00:10:09,00:07:55,48,48,0.96,0,0,0,0,0,0,0,0,0,0,0,00:00:00,0,00:00:00,No,00:44.47,13,0,00:39:12,00:39:23,22,52,0,0,1,0,0,0,1,Okay Hills
634,Street Running,2022-02-11 10:05:59,FALSE,Epsom and Ewell - RW#1,3.75,370,00:37:07,158,176,4.1,165,186,00:09:55,00:07:05,26,38,0.98,0,0,0,0,0,0,0,0,0,0,0,00:00:00,0,00:00:00,No,00:38.66.6,12,0,00:37:05,00:37:07,21,51,0,0,1,0,0,0,0,Okay
633,Street Running,2022-02-09 07:54:00,FALSE,Epsom and Ewell - RW#1,3.74,355,00:37:09,151,173,3.8,165,189,00:09:56,00:06:23,18,27,0.98,0,0,0,0,0,0,0,0,0,0,0,00:00:00,0,00:00:00,No,00:39.55.6,12,0,00:37:08,00:37:09,21,51,0,0,1,0,1,0,0,Okay Flat
632,Street Running,2022-02-07 08:11:56,FALSE,Epsom and Ewell - RW#1,3.72,310,00:37:22,147,164,3.6,165,240,00:10:03,00:07:33,14,25,0.96,0,0,0,0,0,0,0,0,0,0,0,00:00:00,0,00:00:00,No,00:42.97.7,12,0,00:37:19,00:37:22,21,51,0,0,1,0,1,0,0,Okay Flat
631,Street Running,2022-02-04 15:09:04,FALSE,Epsom and Ewell - RW#1,3.73,343,00:39:14,148,178,3.4,159,179,00:10:30,00:07:56,27,30,0.96,0,0,0,0,0,0,0,0,0,0,0,00:00:00,0,00:00:00,No,00:28.43.1,12,0,00:39:12,00:39:14,34,58,0,0,1,0,0,0,0,Okay
630,Street Running,2022-02-02 15:00:12,FALSE,Epsom and Ewell - RW#1,3.7,346,00:38:02,150,177,3.4,161,181,00:10:16,00:08:07,34,38,0.96,0,0,0,0,0,0,0,0,0,0,0,00:00:00,0,00:00:00,No,00:28.92.3,12,0,00:38:00,00:38:02,23,52,0,1,0,0,0,0,0,Slow
629,Street Running,2022-01-31 14:39:09,FALSE,Epsom and Ewell - RW#1,3.59,336,00:38:46,145,164,3.1,160,194,00:10:48,00:05:59,36,36,0.92,0,0,0,0,0,0,0,0,0,0,0,00:00:00,0,00:00:00,No,00:25.00.6,12,0,00:38:25,00:38:46,22,50,1,0,0,0,0,0,0,Fast
628,Street Running,2022-01-28 14:52:27,FALSE,Epsom and Ewell Running,4.91,415,00:53:27,139,173,3.3,158,174,00:10:53,00:09:22,50,54,0.93,0,0,0,0,0,0,0,0,0,0,0,00:00:00,0,00:00:00,No,05:03.65.3,6,0,00:53:24,00:53:27,33,60,0,1,0,0,0,1,1,Slow Dangerous Hills
627,Street Running,2022-01-26 14:39:53,FALSE,Epsom and Ewell Running,6.06,586,01:04:41,150,171,3.6,163,174,00:10:41,00:08:52,69,69,0.92,0,0,0,0,0,0,0,0,0,0,0,00:00:00,0,00:00:00,No,03:51.41,7,0,01:04:40,01:04:41,23,52,0,1,0,0,0,1,1,Slow Dangerous Hills
626,Street Running,2022-01-24 12:21:38,FALSE,Epsom and Ewell Running,5.24,463,00:55:37,144,168,3.1,162,175,00:10:37,00:08:49,67,59,0.93,0,0,0,0,0,0,0,0,0,0,0,00:00:00,0,00:00:00,No,04:26.29,6,0,00:55:34,00:55:37,21,51,0,1,0,0,0,1,1,Slow Dangerous Hills
625,Street Running,2022-01-21 14:53:02,FALSE,Epsom and Ewell Running,5.67,555,00:59:54,154,178,3.8,162,174,00:10:34,00:09:11,46,46,0.94,0,0,0,0,0,0,0,0,0,0,0,00:00:00,0,00:00:00,No,03:48.70.7,7,0,00:59:51,00:59:54,22,52,0,1,0,0,0,1,1,Slow Dangerous Hills
624,Street Running,2022-01-19 08:10:11,FALSE,Epsom and Ewell Running,5.57,542,00:59:09,151,176,4.1,162,176,00:10:38,00:09:20,53,57,0.93,0,0,0,0,0,0,0,0,0,0,0,00:00:00,0,00:00:00,No,03:29.42.5,7,0,00:59:07,00:59:09,21,53,0,1,0,0,0,1,1,Slow Dangerous Hills
623,Street Running,2022-01-17 12:08:24,FALSE,Epsom and Ewell Running,4.62,416,00:49:02,146,173,3.4,160,174,00:10:36,00:09:22,36,35,0.94,0,0,0,0,0,0,0,0,0,0,0,00:00:00,0,00:00:00,No,03:43.60.2,6,0,00:48:57,01:01:15,19,51,0,1,0,0,0,0,0,Slow
622,Street Running,2022-01-14 14:50:35,FALSE,Epsom and Ewell Running,5.36,538,00:58:47,153,170,3.9,159,176,00:10:58,00:09:18,46,50,0.92,0,0,0,0,0,0,0,0,0,0,0,00:00:00,0,00:00:00,No,01:30.18,7,0,00:58:46,00:58:47,31,59,0,1,0,0,0,1,1,Slow Dangerous Hills
621,Street Running,2022-01-12 08:18:01,FALSE,Epsom and Ewell Running,4.26,383,00:48:05,142,171,3.4,157,176,00:11:18,00:09:11,26,32,0.9,0,0,0,0,0,0,0,0,0,0,0,00:00:00,0,00:00:00,No,07:32.16.5,5,0,00:48:04,00:48:14,22,50,0,1,0,0,0,0,0,Slow
620,Street Running,2022-01-10 08:21:35,FALSE,Epsom and Ewell Running,4.79,440,00:52:24,144,173,3.6,162,177,00:10:56,00:09:25,48,47,0.91,0,0,0,0,0,0,0,0,0,0,0,00:00:00,0,00:00:00,No,03:57.87.8,6,0,00:52:24,00:52:24,21,52,0,1,0,0,0,1,1,Slow Dangerous Hills
619,Street Running,2022-01-07 11:01:30,FALSE,Epsom and Ewell Running,5.01,470,00:55:20,147,179,4,160,178,00:11:03,00:09:09,60,61,0.9,0,0,0,0,0,0,0,0,0,0,0,00:00:00,0,00:00:00,No,05:28.14,6,0,00:55:15,00:55:20,21,53,0,1,0,0,0,1,1,Slow Dangerous Hills
618,Street Running,2022-01-04 15:06:20,FALSE,Epsom and Ewell Running,5.34,537,00:58:49,154,174,4.3,160,229,00:11:01,00:08:32,53,53,0.91,0,0,0,0,0,0,0,0,0,0,0,00:00:00,0,00:00:00,No,01:26.64.6,7,0,00:58:47,00:58:49,32,55,0,1,0,0,0,1,1,Slow Dangerous Hills
